Hiperparámetros,R2
"('default', 'default', 0.2, 0.6, 7, 0.01, 0.6)",0.8382092359820827
"('default', 'default', 0.2, 0.7, 7, 0.2, 0.8)",0.8382088435999723
"('default', 'uniforme', 0.2, 0.8, 2, 0.01, 0.8)",0.8377005217092819
"('default', 'dos_puntos', 0.2, 0.6, 3, 0.2, 0.8)",0.8371785409791066
"('default', 'uniforme', 0.2, 0.6, 5, 0.2, 0.8)",0.8367608617827669
"('default', 'default', 0.2, 0.7, 5, 0.01, 0.6)",0.8363578753929074
"('default', 'uniforme', 0.2, 0.8, 3, 0.2, 0.8)",0.8361473517069822
"('default', 'uniforme', 0.2, 0.8, 7, 0.01, 0.6)",0.8347731987889615
"('default', 'default', 0.2, 0.9, 7, 0.01, 0.6)",0.8344304816569903
"('default', 'default', 0.2, 0.9, 7, 0.2, 0.6)",0.8340428551153021
"('default', 'default', 0.1, 0.8, 5, 0.2, 0.8)",0.8338496287006022
"('default', 'uniforme', 0.2, 0.7, 7, 0.2, 0.4)",0.8330974016084836
"('default', 'default', 0.2, 0.9, 7, 0.2, 0.4)",0.8330413494233164
"('default', 'dos_puntos', 0.2, 0.7, 5, 0.01, 0.8)",0.8326717575997687
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.1, 0.4)",0.8317247956498335
"('default', 'uniforme', 0.2, 0.9, 5, 0.05, 0.8)",0.8314642347980012
"('default', 'default', 0.2, 0.9, 3, 0.05, 0.8)",0.8310173191054002
"('default', 'default', 0.1, 0.9, 5, 0.05, 0.8)",0.8306241841753812
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.05, 0.6)",0.8305443640743553
"('default', 'uniforme', 0.2, 0.9, 5, 0.01, 0.6)",0.830079257784924
"('default', 'default', 0.1, 0.8, 5, 0.01, 0.6)",0.828872365653319
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.1, 0.8)",0.8288462317703175
"('default', 'dos_puntos', 0.2, 0.6, 5, 0.1, 0.8)",0.8285345696118501
"('default', 'default', 0.2, 0.9, 5, 0.05, 0.6)",0.8284657256285455
"('default', 'dos_puntos', 0.2, 0.6, 2, 0.05, 0.4)",0.8282514208530692
"('default', 'default', 0.2, 0.7, 3, 0.1, 0.8)",0.8278486647202115
"('default', 'uniforme', 0.2, 0.8, 7, 0.01, 0.4)",0.8277625915883489
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.01, 0.8)",0.8277326475742923
"('default', 'default', 0.2, 0.7, 7, 0.1, 0.6)",0.8275547401919882
"('default', 'dos_puntos', 0.2, 0.7, 2, 0.05, 0.8)",0.8273641143378695
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.01, 0.6)",0.8268924451562303
"('default', 'default', 0.2, 0.9, 7, 0.1, 0.8)",0.826798309626007
"('default', 'dos_puntos', 0.2, 0.7, 7, 0.05, 0.8)",0.826386223930285
"('default', 'uniforme', 0.2, 0.9, 5, 0.1, 0.4)",0.8258823295722599
"('default', 'default', 0.2, 0.8, 5, 0.1, 0.6)",0.8252873339113405
"('default', 'dos_puntos', 0.2, 0.9, 5, 0.2, 0.4)",0.8250985307099444
"('default', 'uniforme', 0.2, 0.9, 3, 0.05, 0.8)",0.8248154645539387
"('default', 'uniforme', 0.1, 0.9, 5, 0.01, 0.4)",0.8247783446008311
"('default', 'dos_puntos', 0.1, 0.9, 3, 0.2, 0.8)",0.8245672861024733
"('default', 'dos_puntos', 0.1, 0.7, 7, 0.01, 0.8)",0.8239236024726576
"('default', 'uniforme', 0.1, 0.8, 5, 0.1, 0.2)",0.8237243194202037
"('default', 'default', 0.2, 0.9, 3, 0.01, 0.6)",0.8235847458630244
"('default', 'dos_puntos', 0.2, 0.7, 3, 0.1, 0.8)",0.8234620635387522
"('default', 'dos_puntos', 0.2, 0.7, 5, 0.05, 0.6)",0.8231803329108642
"('default', 'dos_puntos', 0.2, 0.9, 5, 0.05, 0.2)",0.8229431234990233
"('default', 'dos_puntos', 0.2, 0.7, 7, 0.1, 0.6)",0.8226945631117439
"('default', 'default', 0.2, 0.8, 7, 0.01, 0.8)",0.8222670675995962
"('default', 'uniforme', 0.2, 0.8, 2, 0.2, 0.8)",0.8220235274698936
"('default', 'uniforme', 0.2, 0.7, 3, 0.05, 0.8)",0.821616009262328
"('default', 'uniforme', 0.2, 0.8, 5, 0.2, 0.6)",0.8213890007017284
"('default', 'dos_puntos', 0.2, 0.8, 5, 0.1, 0.6)",0.8202103062798557
"('default', 'uniforme', 0.2, 0.7, 5, 0.01, 0.6)",0.8201315780684227
"('default', 'dos_puntos', 0.1, 0.9, 2, 0.01, 0.8)",0.8199839378293037
"('default', 'default', 0.2, 0.8, 2, 0.2, 0.8)",0.8196860335430539
"('default', 'default', 0.2, 0.8, 3, 0.05, 0.8)",0.8194627528079004
"('default', 'uniforme', 0.2, 0.8, 7, 0.1, 0.8)",0.8189727408179441
"('default', 'default', 0.1, 0.6, 7, 0.05, 0.6)",0.8175936311339204
"('default', 'dos_puntos', 0.2, 0.9, 3, 0.1, 0.6)",0.8171744851603581
"('default', 'uniforme', 0.2, 0.6, 5, 0.05, 0.8)",0.8170125649313217
"('default', 'dos_puntos', 0.2, 0.7, 7, 0.1, 0.8)",0.8168128530510662
"('default', 'dos_puntos', 0.2, 0.8, 5, 0.2, 0.4)",0.8164333561924753
"('default', 'dos_puntos', 0.2, 0.8, 2, 0.1, 0.6)",0.8162780252823445
"('default', 'dos_puntos', 0.2, 0.6, 5, 0.2, 0.2)",0.8162202936996428
"('default', 'uniforme', 0.2, 0.6, 7, 0.2, 0.8)",0.8151061609039127
"('default', 'default', 0.1, 0.9, 3, 0.1, 0.8)",0.8148558757504919
"('default', 'dos_puntos', 0.1, 0.7, 3, 0.2, 0.8)",0.8143564597573996
"('default', 'default', 0.2, 0.9, 7, 0.01, 0.4)",0.8138239422323732
"('default', 'uniforme', 0.2, 0.9, 5, 0.2, 0.2)",0.8137727021804114
"('default', 'default', 0.2, 0.6, 7, 0.01, 0.4)",0.8137575571786619
"('default', 'uniforme', 0.2, 0.6, 5, 0.01, 0.2)",0.8135756535195562
"('default', 'uniforme', 0.2, 0.8, 7, 0.05, 0.8)",0.8132706831441109
"('default', 'dos_puntos', 0.2, 0.7, 7, 0.05, 0.4)",0.812944536043101
"('default', 'dos_puntos', 0.2, 0.7, 5, 0.2, 0.8)",0.8128926754530499
"('default', 'default', 0.2, 0.6, 7, 0.05, 0.8)",0.8120522552986739
"('default', 'default', 0.2, 0.7, 5, 0.01, 0.4)",0.8119593428936651
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.2, 0.4)",0.8114977721585594
"('default', 'default', 0.2, 0.7, 7, 0.01, 0.2)",0.8113474478948438
"('default', 'default', 0.2, 0.7, 7, 0.1, 0.2)",0.8106462755825226
"('default', 'uniforme', 0.2, 0.9, 7, 0.01, 0.8)",0.810332450622511
"('default', 'uniforme', 0.2, 0.8, 2, 0.2, 0.6)",0.8093684050059846
"('default', 'uniforme', 0.2, 0.7, 5, 0.2, 0.8)",0.8092587785649661
"('default', 'default', 0.2, 0.7, 7, 0.05, 0.4)",0.8091079885832203
"('default', 'dos_puntos', 0.2, 0.9, 5, 0.1, 0.4)",0.8079101872175368
"('default', 'dos_puntos', 0.1, 0.8, 7, 0.05, 0.8)",0.8075728773483764
"('default', 'uniforme', 0.2, 0.7, 7, 0.2, 0.2)",0.807150031374972
"('default', 'dos_puntos', 0.2, 0.8, 5, 0.1, 0.4)",0.8068934675281717
"('default', 'uniforme', 0.2, 0.8, 2, 0.2, 0.2)",0.8061872615366493
"('default', 'uniforme', 0.2, 0.9, 7, 0.1, 0.4)",0.8058642132467192
"('default', 'uniforme', 0.2, 0.7, 3, 0.1, 0.8)",0.805804976623312
"('default', 'uniforme', 0.2, 0.7, 7, 0.01, 0.4)",0.8053581737688156
"('default', 'uniforme', 0.2, 0.9, 7, 0.1, 0.6)",0.8043173303575311
"('default', 'default', 0.2, 0.9, 5, 0.01, 0.8)",0.8041645220966231
"('default', 'default', 0.2, 0.7, 5, 0.1, 0.6)",0.8037098058239781
"('default', 'default', 0.1, 0.8, 2, 0.2, 0.8)",0.803536577221186
"('default', 'default', 0.1, 0.6, 5, 0.01, 0.8)",0.8027618872381526
"('default', 'default', 0.1, 0.7, 5, 0.01, 0.8)",0.8026627192202713
"('default', 'default', 0.2, 0.8, 5, 0.1, 0.2)",0.8025515287712611
"('default', 'uniforme', 0.2, 0.7, 3, 0.01, 0.8)",0.8022332046763168
"('default', 'default', 0.1, 0.7, 7, 0.2, 0.8)",0.8020951670438953
"('default', 'dos_puntos', 0.2, 0.7, 2, 0.2, 0.8)",0.8014928067301959
"('default', 'default', 0.2, 0.7, 3, 0.2, 0.8)",0.8011588528042412
"('default', 'uniforme', 0.1, 0.8, 5, 0.05, 0.6)",0.8007597895058775
"('default', 'uniforme', 0.2, 0.8, 3, 0.1, 0.8)",0.8007237724040083
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.01, 0.6)",0.8002400852029906
"('default', 'dos_puntos', 0.2, 0.6, 7, 0.2, 0.4)",0.7987071317065267
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.1, 0.4)",0.7984888552001055
"('default', 'default', 0.2, 0.6, 2, 0.05, 0.8)",0.7983255886307783
"('default', 'dos_puntos', 0.1, 0.9, 5, 0.05, 0.8)",0.7978160745702543
"('default', 'dos_puntos', 0.2, 0.8, 3, 0.2, 0.8)",0.7976241584463682
"('default', 'uniforme', 0.2, 0.9, 7, 0.05, 0.8)",0.7975188169108545
"('default', 'dos_puntos', 0.2, 0.6, 5, 0.05, 0.8)",0.7971005383419633
"('default', 'uniforme', 0.2, 0.9, 5, 0.05, 0.6)",0.796493734088725
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.1, 0.2)",0.7964788909738892
"('default', 'uniforme', 0.1, 0.9, 7, 0.05, 0.8)",0.7958280069915104
"('default', 'uniforme', 0.2, 0.8, 7, 0.05, 0.6)",0.795472891204319
"('default', 'uniforme', 0.2, 0.8, 3, 0.01, 0.8)",0.7949874657903122
"('default', 'default', 0.2, 0.8, 5, 0.2, 0.6)",0.7948061473965542
"('default', 'dos_puntos', 0.1, 0.7, 7, 0.2, 0.8)",0.7942875713798248
"('default', 'default', 0.2, 0.7, 2, 0.2, 0.8)",0.7942409601873732
"('default', 'default', 0.2, 0.9, 7, 0.05, 0.8)",0.7939432663714283
"('default', 'dos_puntos', 0.2, 0.6, 7, 0.01, 0.6)",0.7937044068346994
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.01, 0.2)",0.7935722748082193
"('default', 'dos_puntos', 0.2, 0.8, 3, 0.1, 0.8)",0.7935075006233552
"('default', 'default', 0.2, 0.8, 3, 0.05, 0.4)",0.7934688795757312
"('default', 'dos_puntos', 0.1, 0.7, 7, 0.2, 0.6)",0.7929516204812643
"('default', 'default', 0.2, 0.8, 7, 0.2, 0.8)",0.7927736533178809
"('default', 'default', 0.2, 0.9, 5, 0.05, 0.4)",0.792673318185412
"('default', 'default', 0.2, 0.7, 7, 0.01, 0.4)",0.7924739661557192
"('default', 'dos_puntos', 0.2, 0.6, 3, 0.05, 0.8)",0.7921184616993985
"('default', 'dos_puntos', 0.2, 0.7, 5, 0.2, 0.6)",0.7909709168957773
"('default', 'default', 0.2, 0.6, 7, 0.2, 0.6)",0.7909428581491376
"('default', 'uniforme', 0.2, 0.9, 5, 0.01, 0.2)",0.7908284680585801
"('default', 'default', 0.1, 0.9, 7, 0.1, 0.8)",0.7907894398036248
"('default', 'dos_puntos', 0.2, 0.6, 5, 0.2, 0.8)",0.7907382786588562
"('default', 'dos_puntos', 0.2, 0.6, 3, 0.05, 0.6)",0.7902346518249228
"('default', 'default', 0.2, 0.9, 5, 0.2, 0.8)",0.7900128577448479
"('default', 'uniforme', 0.2, 0.7, 5, 0.2, 0.6)",0.7894234690534929
"('default', 'uniforme', 0.2, 0.8, 7, 0.05, 0.4)",0.789379364648455
"('default', 'uniforme', 0.1, 0.9, 5, 0.1, 0.4)",0.7892765752910365
"('default', 'uniforme', 0.2, 0.8, 5, 0.05, 0.8)",0.7890561438507654
"('default', 'default', 0.2, 0.7, 7, 0.05, 0.6)",0.7890204148806511
"('default', 'default', 0.2, 0.9, 7, 0.05, 0.4)",0.7884091468037382
"('default', 'default', 0.2, 0.8, 7, 0.1, 0.4)",0.788288113620139
"('default', 'default', 0.1, 0.8, 7, 0.05, 0.4)",0.7881836799428876
"('default', 'uniforme', 0.2, 0.6, 7, 0.01, 0.8)",0.7881496606579741
"('default', 'dos_puntos', 0.2, 0.8, 5, 0.01, 0.6)",0.7877491634402956
"('default', 'dos_puntos', 0.1, 0.8, 7, 0.2, 0.6)",0.7875829708469357
"('default', 'uniforme', 0.2, 0.7, 5, 0.01, 0.8)",0.7873204893709242
"('default', 'dos_puntos', 0.1, 0.6, 7, 0.1, 0.4)",0.7871264495410332
"('default', 'uniforme', 0.2, 0.8, 5, 0.01, 0.8)",0.7862759198730112
"('default', 'dos_puntos', 0.2, 0.6, 7, 0.1, 0.6)",0.7861623204328942
"('default', 'dos_puntos', 0.1, 0.7, 7, 0.1, 0.6)",0.786157351961265
"('default', 'uniforme', 0.1, 0.9, 3, 0.2, 0.8)",0.7860605865200666
"('default', 'dos_puntos', 0.2, 0.7, 7, 0.01, 0.6)",0.7860427377909123
"('default', 'dos_puntos', 0.2, 0.9, 3, 0.01, 0.8)",0.7856383529220918
"('default', 'dos_puntos', 0.1, 0.7, 5, 0.05, 0.6)",0.7851199090228146
"('default', 'default', 0.2, 0.9, 7, 0.2, 0.8)",0.7851002111890939
"('default', 'default', 0.1, 0.8, 7, 0.01, 0.4)",0.7850850841143506
"('default', 'uniforme', 0.1, 0.8, 2, 0.01, 0.8)",0.7849999622214028
"('default', 'default', 0.2, 0.8, 3, 0.1, 0.6)",0.7846349029534173
"('default', 'uniforme', 0.2, 0.6, 7, 0.05, 0.8)",0.7845840096381828
"('default', 'default', 0.1, 0.6, 7, 0.05, 0.2)",0.7841646467792152
"('default', 'dos_puntos', 0.2, 0.8, 5, 0.2, 0.8)",0.7838894521603157
"('default', 'dos_puntos', 0.2, 0.6, 5, 0.05, 0.2)",0.7836403837564663
"('default', 'default', 0.1, 0.6, 3, 0.01, 0.8)",0.7835861025174002
"('default', 'dos_puntos', 0.2, 0.7, 5, 0.05, 0.8)",0.7834773857116126
"('default', 'uniforme', 0.2, 0.7, 5, 0.1, 0.6)",0.783002236159588
"('default', 'dos_puntos', 0.2, 0.8, 5, 0.05, 0.2)",0.7828687013958727
"('default', 'default', 0.1, 0.8, 3, 0.05, 0.8)",0.7823521525244075
"('default', 'default', 0.2, 0.6, 5, 0.1, 0.8)",0.7816570974758985
"('default', 'uniforme', 0.2, 0.9, 5, 0.01, 0.8)",0.7815354794668543
"('default', 'uniforme', 0.2, 0.7, 3, 0.2, 0.8)",0.7809782584292028
"('default', 'dos_puntos', 0.1, 0.6, 7, 0.05, 0.8)",0.7805496905059762
"('default', 'default', 0.1, 0.7, 3, 0.05, 0.8)",0.7803909216775367
"('default', 'default', 0.2, 0.8, 5, 0.1, 0.8)",0.780278534561722
"('default', 'dos_puntos', 0.2, 0.9, 3, 0.05, 0.4)",0.7801565006926708
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.2, 0.8)",0.7799796138768198
"('default', 'uniforme', 0.2, 0.6, 2, 0.1, 0.6)",0.7799253295582295
"('default', 'dos_puntos', 0.1, 0.6, 7, 0.2, 0.8)",0.7798890763795229
"('default', 'default', 0.2, 0.7, 2, 0.1, 0.8)",0.7797706517153395
"('default', 'uniforme', 0.1, 0.8, 2, 0.1, 0.8)",0.7793585630150273
"('default', 'default', 0.2, 0.8, 5, 0.1, 0.4)",0.7793399996836834
"('default', 'dos_puntos', 0.2, 0.6, 7, 0.05, 0.2)",0.779321018510415
"('default', 'default', 0.2, 0.8, 2, 0.05, 0.8)",0.7785670101821176
"('default', 'default', 0.1, 0.6, 5, 0.05, 0.8)",0.778551081879906
"('default', 'default', 0.2, 0.7, 7, 0.1, 0.4)",0.7785300063969554
"('default', 'uniforme', 0.2, 0.9, 3, 0.2, 0.6)",0.7784113120440003
"('default', 'default', 0.1, 0.6, 7, 0.1, 0.2)",0.7783167005343767
"('default', 'default', 0.2, 0.9, 5, 0.05, 0.8)",0.7780511953584495
"('default', 'dos_puntos', 0.2, 0.9, 3, 0.01, 0.6)",0.7778983855904151
"('default', 'default', 0.2, 0.8, 7, 0.1, 0.8)",0.776941538415904
"('default', 'default', 0.2, 0.8, 2, 0.01, 0.8)",0.7769108280770414
"('default', 'uniforme', 0.2, 0.8, 7, 0.01, 0.8)",0.7767795386652547
"('default', 'uniforme', 0.2, 0.9, 2, 0.01, 0.8)",0.7767225391623349
"('default', 'default', 0.2, 0.7, 5, 0.2, 0.8)",0.7766648524602322
"('default', 'uniforme', 0.1, 0.7, 7, 0.01, 0.6)",0.7764531081623292
"('default', 'uniforme', 0.1, 0.6, 7, 0.1, 0.6)",0.7764259683785537
"('default', 'dos_puntos', 0.2, 0.7, 5, 0.2, 0.4)",0.7763382303153386
"('default', 'uniforme', 0.1, 0.9, 2, 0.2, 0.8)",0.7762843718157265
"('default', 'dos_puntos', 0.1, 0.8, 2, 0.1, 0.6)",0.7759298690844803
"('default', 'uniforme', 0.1, 0.9, 3, 0.05, 0.2)",0.7757790467217578
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.05, 0.4)",0.7755263183097185
"('default', 'dos_puntos', 0.2, 0.6, 3, 0.01, 0.8)",0.7754862353492442
"('default', 'dos_puntos', 0.2, 0.6, 7, 0.2, 0.6)",0.7753575277398774
"('default', 'default', 0.2, 0.8, 7, 0.2, 0.4)",0.7752937424099758
"('default', 'default', 0.2, 0.9, 3, 0.01, 0.8)",0.7751207119744487
"('default', 'default', 0.2, 0.6, 3, 0.2, 0.8)",0.7751009523185001
"('default', 'uniforme', 0.1, 0.8, 5, 0.01, 0.6)",0.7750050093535015
"('default', 'default', 0.2, 0.6, 7, 0.01, 0.2)",0.7746743671669045
"('default', 'default', 0.2, 0.7, 3, 0.2, 0.6)",0.7745567151701629
"('default', 'uniforme', 0.2, 0.7, 5, 0.05, 0.6)",0.7744960933696946
"('default', 'dos_puntos', 0.1, 0.9, 7, 0.2, 0.4)",0.7743548600188277
"('default', 'uniforme', 0.2, 0.8, 3, 0.2, 0.6)",0.7743373458682834
"('default', 'dos_puntos', 0.2, 0.7, 5, 0.1, 0.6)",0.7740458061348309
"('default', 'uniforme', 0.2, 0.7, 5, 0.05, 0.8)",0.7740372428983243
"('default', 'uniforme', 0.1, 0.8, 5, 0.05, 0.8)",0.7739760092398053
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.05, 0.6)",0.7734069028526227
"('default', 'dos_puntos', 0.2, 0.6, 5, 0.01, 0.4)",0.7733382726988511
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.05, 0.8)",0.773025748263945
"('default', 'default', 0.1, 0.9, 7, 0.2, 0.8)",0.7728952557777482
"('default', 'default', 0.2, 0.9, 3, 0.2, 0.6)",0.772814620273993
"('default', 'default', 0.2, 0.6, 7, 0.1, 0.2)",0.7727764787064872
"('default', 'dos_puntos', 0.2, 0.8, 3, 0.2, 0.6)",0.7725353353892362
"('default', 'default', 0.1, 0.7, 3, 0.01, 0.8)",0.7725040052291785
"('default', 'uniforme', 0.2, 0.7, 3, 0.01, 0.4)",0.7725033168089006
"('default', 'dos_puntos', 0.1, 0.9, 7, 0.05, 0.4)",0.7723538298461051
"('default', 'default', 0.2, 0.8, 3, 0.2, 0.4)",0.772321914681908
"('default', 'uniforme', 0.2, 0.7, 5, 0.2, 0.2)",0.7721524387313078
"('default', 'uniforme', 0.2, 0.6, 5, 0.01, 0.6)",0.7721169765055877
"('default', 'default', 0.1, 0.8, 7, 0.1, 0.4)",0.7714353557500598
"('default', 'dos_puntos', 0.2, 0.8, 3, 0.05, 0.8)",0.7710905901490872
"('default', 'uniforme', 0.2, 0.9, 3, 0.2, 0.8)",0.7709278292402895
"('default', 'uniforme', 0.1, 0.9, 3, 0.01, 0.8)",0.7708282906516988
"('default', 'uniforme', 0.1, 0.9, 7, 0.2, 0.4)",0.7707811379378164
"('default', 'uniforme', 0.2, 0.7, 7, 0.01, 0.6)",0.7703753996163515
"('default', 'default', 0.2, 0.9, 5, 0.1, 0.8)",0.7701682348531482
"('default', 'uniforme', 0.2, 0.6, 3, 0.2, 0.8)",0.7699942861512087
"('default', 'default', 0.2, 0.6, 5, 0.05, 0.8)",0.7699462696331275
"('default', 'uniforme', 0.2, 0.9, 7, 0.01, 0.4)",0.7697036494445907
"('default', 'default', 0.2, 0.7, 5, 0.2, 0.4)",0.769678544150787
"('default', 'dos_puntos', 0.2, 0.8, 7, 0.01, 0.4)",0.7696453018356995
"('default', 'default', 0.2, 0.7, 7, 0.01, 0.6)",0.7696449288201805
"('default', 'default', 0.2, 0.6, 2, 0.01, 0.4)",0.7694475925480251
"('default', 'default', 0.2, 0.6, 3, 0.05, 0.8)",0.769434634276432
"('default', 'dos_puntos', 0.2, 0.6, 5, 0.05, 0.4)",0.7691834749813541
"('default', 'dos_puntos', 0.2, 0.7, 3, 0.05, 0.8)",0.7690556618905926
"('default', 'uniforme', 0.2, 0.6, 7, 0.05, 0.6)",0.7688300543713813
"('default', 'uniforme', 0.1, 0.7, 7, 0.01, 0.4)",0.7684400999093727
"('default', 'uniforme', 0.1, 0.8, 3, 0.1, 0.8)",0.7683652256601464
"('default', 'dos_puntos', 0.1, 0.7, 3, 0.1, 0.6)",0.7682747072803848
"('default', 'default', 0.1, 0.8, 7, 0.01, 0.8)",0.7682313248888124
"('default', 'uniforme', 0.1, 0.7, 7, 0.1, 0.4)",0.76811805783909
"('default', 'default', 0.2, 0.9, 7, 0.1, 0.2)",0.7678463801208589
"('default', 'uniforme', 0.1, 0.6, 7, 0.01, 0.4)",0.7674510712543965
"('default', 'uniforme', 0.2, 0.6, 2, 0.1, 0.8)",0.7670324429699058
"('default', 'uniforme', 0.1, 0.8, 5, 0.05, 0.4)",0.7668910526730495
"('default', 'uniforme', 0.2, 0.7, 3, 0.1, 0.6)",0.7665984890346159
"('default', 'default', 0.2, 0.6, 3, 0.01, 0.6)",0.7664273042418237
"('default', 'uniforme', 0.2, 0.7, 7, 0.2, 0.8)",0.7663130203912716
"('default', 'default', 0.1, 0.9, 5, 0.01, 0.8)",0.7662135705717386
"('default', 'default', 0.2, 0.6, 7, 0.1, 0.8)",0.766153396076137
"('default', 'uniforme', 0.2, 0.6, 5, 0.1, 0.6)",0.765388412773035
"('default', 'dos_puntos', 0.1, 0.9, 7, 0.05, 0.6)",0.7647347755918893
"('default', 'uniforme', 0.2, 0.9, 2, 0.1, 0.8)",0.7640997655736935
"('default', 'uniforme', 0.1, 0.7, 7, 0.2, 0.8)",0.7637038513399287
"('default', 'default', 0.1, 0.8, 3, 0.01, 0.8)",0.7622296235672217
"('default', 'default', 0.2, 0.7, 5, 0.05, 0.8)",0.7621779706293875
"('default', 'default', 0.2, 0.7, 7, 0.2, 0.6)",0.7620214086820233
"('default', 'uniforme', 0.2, 0.8, 5, 0.1, 0.2)",0.7616104322847471
"('default', 'uniforme', 0.2, 0.7, 7, 0.1, 0.4)",0.7612092504122268
"('default', 'default', 0.1, 0.7, 5, 0.2, 0.8)",0.7610713330196167
"('default', 'default', 0.2, 0.8, 7, 0.05, 0.8)",0.7606503574507085
"('default', 'default', 0.2, 0.6, 5, 0.1, 0.6)",0.7606503338075811
"('default', 'dos_puntos', 0.1, 0.9, 7, 0.05, 0.8)",0.7605219706939584
"('default', 'dos_puntos', 0.2, 0.6, 7, 0.1, 0.4)",0.7604505537907147
"('default', 'dos_puntos', 0.2, 0.9, 7, 0.01, 0.2)",0.7603563889696172
"('default', 'uniforme', 0.2, 0.8, 5, 0.1, 0.6)",0.7603415797674049
"('default', 'default', 0.2, 0.9, 2, 0.2, 0.6)",0.7602743089024346
"('default', 'uniforme', 0.2, 0.9, 5, 0.1, 0.8)",0.7602706120458402
"('default', 'default', 0.1, 0.7, 7, 0.01, 0.6)",0.760062064027857
"('default', 'dos_puntos', 0.1, 0.8, 3, 0.1, 0.6)",0.7600463829187738
"('default', 'dos_puntos', 0.2, 0.7, 2, 0.2, 0.4)",0.7599398563106738
